timestamp_utc,central_roll_deg,peripheral_roll_deg,knee_angle_deg,emg_quad_envelope,emg_ham_envelope,pair_dt_ms,left_knee_angle_deg,left_emg_quad_envelope,left_emg_ham_envelope
2026-03-10T12:00:00+00:00,-7.0835037,-4.4513116,-10.46976,156.03987,129.32513,9.0,0.0,0.0,0.0
2026-03-10T12:00:00.050000+00:00,-7.8875766,-6.291819,-13.18703,155.0591,131.85321,10.0,0.0,0.0,0.0
2026-03-10T12:00:00.100000+00:00,-6.3274784,-5.2282934,-10.971746,154.75746,135.5931,22.0,0.0,0.0,0.0
2026-03-10T12:00:00.150000+00:00,-3.9371455,-4.0843062,-8.780565,156.18675,139.66,25.0,0.0,0.0,0.0
2026-03-10T12:00:00.200000+00:00,-6.862668,-5.524704,-12.714493,142.66542,134.33792,8.0,0.0,0.0,0.0
2026-03-10T12:00:00.250000+00:00,-6.3391447,-5.027367,-10.188741,151.65976,127.89863,25.0,0.0,0.0,0.0
2026-03-10T12:00:00.300000+00:00,-5.4960594,-4.1481705,-11.616825,151.65259,136.87259,10.0,0.0,0.0,0.0
2026-03-10T12:00:00.350000+00:00,-5.641346,-3.972969,-8.999667,150.07117,132.46082,15.0,0.0,0.0,0.0
2026-03-10T12:00:00.400000+00:00,-5.0174804,-5.0055127,-11.428964,153.64528,134.47624,8.0,0.0,0.0,0.0
2026-03-10T12:00:00.450000+00:00,-6.716365,-4.860222,-11.630283,165.91254,147.8716,10.0,0.0,0.0,0.0
2026-03-10T12:00:00.500000+00:00,-5.22506,-4.396621,-8.853802,159.58527,140.84227,20.0,0.0,0.0,0.0
2026-03-10T12:00:00.550000+00:00,-4.426773,-4.1078906,-9.320003,158.51237,136.40764,20.0,0.0,0.0,0.0
2026-03-10T12:00:00.600000+00:00,-5.660163,-5.487225,-11.302549,149.1968,129.62924,24.0,0.0,0.0,0.0
2026-03-10T12:00:00.650000+00:00,-6.567148,-5.8083477,-13.295092,160.4514,138.63162,18.0,0.0,0.0,0.0
2026-03-10T12:00:00.700000+00:00,-6.9312844,-5.2996435,-12.892674,157.87357,128.06532,17.0,0.0,0.0,0.0
2026-03-10T12:00:00.750000+00:00,-5.248048,-4.249406,-10.322473,154.28621,135.8531,14.0,0.0,0.0,0.0
2026-03-10T12:00:00.800000+00:00,-5.6882634,-4.916446,-10.296462,160.94632,138.88002,21.0,0.0,0.0,0.0
2026-03-10T12:00:00.850000+00:00,-6.9362917,-5.7686725,-12.61392,157.16634,137.47081,12.0,0.0,0.0,0.0
2026-03-10T12:00:00.900000+00:00,-5.68866,-3.325161,-9.346367,161.5832,141.98007,26.0,0.0,0.0,0.0
2026-03-10T12:00:00.950000+00:00,-5.815498,-4.1495695,-10.213216,144.28766,134.2472,12.0,0.0,0.0,0.0
2026-03-10T12:00:01+00:00,-6.052481,-5.0065093,-11.50796,152.71954,135.30063,10.0,0.0,0.0,0.0
2026-03-10T12:00:01.050000+00:00,-6.0827446,-4.773047,-11.036148,163.11188,136.5811,16.0,0.0,0.0,0.0
2026-03-10T12:00:01.100000+00:00,-4.8327136,-5.847136,-10.638136,170.0357,149.357,18.0,0.0,0.0,0.0
2026-03-10T12:00:01.150000+00:00,-6.640934,-4.8337827,-11.584525,158.89764,140.55327,25.0,0.0,0.0,0.0
2026-03-10T12:00:01.200000+00:00,-5.3207984,-4.25748,-10.014415,155.93459,137.85062,8.0,0.0,0.0,0.0
2026-03-10T12:00:01.250000+00:00,-5.66058,-4.7920685,-11.06742,155.71904,134.94106,22.0,0.0,0.0,0.0
2026-03-10T12:00:01.300000+00:00,-6.147872,-4.852901,-11.046279,159.21205,135.89566,12.0,0.0,0.0,0.0
2026-03-10T12:00:01.350000+00:00,-5.1243396,-4.575099,-9.714721,170.92001,144.47302,27.0,0.0,0.0,0.0
2026-03-10T12:00:01.400000+00:00,-5.617354,-4.459684,-10.286774,157.94743,142.13748,20.0,0.0,0.0,0.0
2026-03-10T12:00:01.450000+00:00,-6.8836927,-4.7242403,-12.663095,149.32141,136.57199,26.0,0.0,0.0,0.0
2026-03-10T12:00:01.500000+00:00,-6.135212,-5.5980406,-10.833063,150.34552,130.62167,23.0,0.0,0.0,0.0
2026-03-10T12:00:01.550000+00:00,-6.358042,-5.2446227,-12.139346,155.10521,137.07327,19.0,0.0,0.0,0.0
2026-03-10T12:00:01.600000+00:00,-5.5568438,-4.198598,-10.627636,165.8158,140.83858,22.0,0.0,0.0,0.0
2026-03-10T12:00:01.650000+00:00,-5.665682,-4.7989755,-10.294327,152.60114,136.49982,27.0,0.0,0.0,0.0
2026-03-10T12:00:01.700000+00:00,-6.4058213,-5.522143,-12.514191,146.24097,142.57632,11.0,0.0,0.0,0.0
2026-03-10T12:00:01.750000+00:00,-5.5715766,-5.2135468,-9.635216,159.97543,136.00623,27.0,0.0,0.0,0.0
2026-03-10T12:00:01.800000+00:00,-5.8970957,-4.025686,-8.622705,152.5392,134.31256,9.0,0.0,0.0,0.0
2026-03-10T12:00:01.850000+00:00,-5.8395576,-3.8835032,-10.352541,149.02303,142.79051,24.0,0.0,0.0,0.0
2026-03-10T12:00:01.900000+00:00,-6.2778225,-6.173873,-12.217069,169.35855,131.6991,12.0,0.0,0.0,0.0
2026-03-10T12:00:01.950000+00:00,-6.8400884,-5.8649397,-11.0233,163.9569,129.32127,16.0,0.0,0.0,0.0
2026-03-10T12:00:02+00:00,-4.999766,-4.94481,-10.457353,177.95589,125.12173,10.0,0.0,0.0,0.0
