timestamp_utc,central_roll_deg,peripheral_roll_deg,knee_angle_deg,emg_quad_envelope,emg_ham_envelope,pair_dt_ms,left_knee_angle_deg,left_emg_quad_envelope,left_emg_ham_envelope
2026-02-05T12:00:00+00:00,-3.6446633,-4.283452,-8.025933,107.395905,99.68875,12.0,0.0,0.0,0.0
2026-02-05T12:00:00.050000+00:00,-4.503802,-4.3830733,-8.0262785,122.569016,97.548164,25.0,0.0,0.0,0.0
2026-02-05T12:00:00.100000+00:00,-5.9468546,-3.9510756,-10.034137,102.216225,103.99396,15.0,0.0,0.0,0.0
2026-02-05T12:00:00.150000+00:00,-5.5732937,-4.155085,-8.989913,104.82754,104.46424,16.0,0.0,0.0,0.0
2026-02-05T12:00:00.200000+00:00,-5.567162,-4.4213867,-8.96798,108.051056,101.39611,13.0,0.0,0.0,0.0
2026-02-05T12:00:00.250000+00:00,-5.2906327,-5.263253,-8.869134,107.968925,96.48241,26.0,0.0,0.0,0.0
2026-02-05T12:00:00.300000+00:00,-2.5468187,-1.8584305,-5.2549205,111.31485,100.342186,12.0,0.0,0.0,0.0
2026-02-05T12:00:00.350000+00:00,-5.1258836,-5.139405,-9.4465065,130.62286,96.68168,8.0,0.0,0.0,0.0
2026-02-05T12:00:00.400000+00:00,-4.8293343,-4.825319,-9.453402,109.12447,89.12238,16.0,0.0,0.0,0.0
2026-02-05T12:00:00.450000+00:00,-5.3846087,-3.8115256,-9.740196,121.74241,104.66365,19.0,0.0,0.0,0.0
2026-02-05T12:00:00.500000+00:00,-4.242544,-2.4074578,-7.2006187,105.53133,89.10933,22.0,0.0,0.0,0.0
2026-02-05T12:00:00.550000+00:00,-6.0574512,-4.9873075,-9.663892,105.67834,91.49996,15.0,0.0,0.0,0.0
2026-02-05T12:00:00.600000+00:00,-5.363212,-4.1478496,-9.11238,109.82686,100.306274,15.0,0.0,0.0,0.0
2026-02-05T12:00:00.650000+00:00,-3.7885349,-2.8638043,-7.464602,123.75462,104.266556,11.0,0.0,0.0,0.0
2026-02-05T12:00:00.700000+00:00,-3.564688,-4.219473,-7.664096,112.869095,100.47371,10.0,0.0,0.0,0.0
2026-02-05T12:00:00.750000+00:00,-6.4168043,-4.173814,-10.614058,114.16713,93.57741,26.0,0.0,0.0,0.0
2026-02-05T12:00:00.800000+00:00,-3.1901681,-3.6664257,-5.8714914,106.10801,111.38917,25.0,0.0,0.0,0.0
2026-02-05T12:00:00.850000+00:00,-4.4569664,-3.8878477,-8.484413,109.61134,91.86202,12.0,0.0,0.0,0.0
2026-02-05T12:00:00.900000+00:00,-5.041503,-3.380728,-7.3397713,129.94281,108.1977,23.0,0.0,0.0,0.0
2026-02-05T12:00:00.950000+00:00,-4.019248,-3.651884,-8.393489,100.726616,91.90758,27.0,0.0,0.0,0.0
2026-02-05T12:00:01+00:00,-2.7411025,-2.1268675,-6.0387454,93.13867,99.76846,25.0,0.0,0.0,0.0
2026-02-05T12:00:01.050000+00:00,-4.5906544,-4.968158,-9.546025,108.671104,101.94732,26.0,0.0,0.0,0.0
2026-02-05T12:00:01.100000+00:00,-3.8472662,-5.329037,-10.012596,101.68229,100.43863,8.0,0.0,0.0,0.0
2026-02-05T12:00:01.150000+00:00,-5.0042696,-3.4517767,-8.25258,98.78956,96.48887,9.0,0.0,0.0,0.0
