timestamp_utc,central_roll_deg,peripheral_roll_deg,knee_angle_deg,emg_quad_envelope,emg_ham_envelope,pair_dt_ms,left_knee_angle_deg,left_emg_quad_envelope,left_emg_ham_envelope
2026-03-13T12:00:00+00:00,-5.604746,-3.7781088,-10.509138,115.869225,99.42242,25.0,0.0,0.0,0.0
2026-03-13T12:00:00.050000+00:00,-5.810994,-4.7791348,-9.970614,118.70047,108.97567,25.0,0.0,0.0,0.0
2026-03-13T12:00:00.100000+00:00,-7.234903,-3.9546711,-10.999069,121.953125,102.199356,22.0,0.0,0.0,0.0
2026-03-13T12:00:00.150000+00:00,-6.2539396,-5.9946294,-12.105875,114.32078,101.53801,23.0,0.0,0.0,0.0
2026-03-13T12:00:00.200000+00:00,-6.1464214,-4.7895665,-11.316761,120.98972,113.75502,10.0,0.0,0.0,0.0
2026-03-13T12:00:00.250000+00:00,-6.992941,-6.1262927,-12.281122,109.87952,101.46957,8.0,0.0,0.0,0.0
2026-03-13T12:00:00.300000+00:00,-4.65595,-5.344563,-10.386677,114.106285,96.56283,25.0,0.0,0.0,0.0
2026-03-13T12:00:00.350000+00:00,-4.375042,-3.5565515,-8.080898,108.80467,95.59836,9.0,0.0,0.0,0.0
2026-03-13T12:00:00.400000+00:00,-6.631519,-4.7787867,-11.37237,126.05414,105.51417,8.0,0.0,0.0,0.0
2026-03-13T12:00:00.450000+00:00,-6.333577,-5.8605294,-11.607551,116.78333,105.33145,27.0,0.0,0.0,0.0
2026-03-13T12:00:00.500000+00:00,-5.805191,-3.7321453,-9.609375,111.08554,95.26978,11.0,0.0,0.0,0.0
2026-03-13T12:00:00.550000+00:00,-5.797751,-4.8308063,-9.848905,114.18102,97.58762,19.0,0.0,0.0,0.0
2026-03-13T12:00:00.600000+00:00,-5.4728646,-4.5702443,-10.301902,115.22617,106.708275,8.0,0.0,0.0,0.0
2026-03-13T12:00:00.650000+00:00,-6.9682117,-5.284657,-12.165659,122.60416,106.9636,20.0,0.0,0.0,0.0
2026-03-13T12:00:00.700000+00:00,-6.022652,-4.4457936,-10.540299,104.23491,99.64067,13.0,0.0,0.0,0.0
2026-03-13T12:00:00.750000+00:00,-4.2447405,-5.054626,-9.234933,108.702354,107.2333,15.0,0.0,0.0,0.0
2026-03-13T12:00:00.800000+00:00,-6.668251,-4.9982343,-12.905591,113.97514,106.93113,8.0,0.0,0.0,0.0
2026-03-13T12:00:00.850000+00:00,-5.818487,-4.8081126,-11.308909,137.25845,92.801506,24.0,0.0,0.0,0.0
2026-03-13T12:00:00.900000+00:00,-7.384707,-6.4711633,-13.907482,124.64543,101.62762,27.0,0.0,0.0,0.0
2026-03-13T12:00:00.950000+00:00,-6.8014426,-6.274976,-12.806442,116.10838,105.99075,19.0,0.0,0.0,0.0
2026-03-13T12:00:01+00:00,-6.861582,-7.056933,-13.799771,122.696,100.06155,12.0,0.0,0.0,0.0
2026-03-13T12:00:01.050000+00:00,-6.0088863,-5.5890775,-10.907479,133.45949,90.66641,19.0,0.0,0.0,0.0
2026-03-13T12:00:01.100000+00:00,-6.0932345,-5.471978,-12.765439,115.13005,101.80191,11.0,0.0,0.0,0.0
2026-03-13T12:00:01.150000+00:00,-5.973344,-4.6686077,-9.995714,114.068695,108.01256,12.0,0.0,0.0,0.0
2026-03-13T12:00:01.200000+00:00,-5.7354407,-5.154057,-10.196221,126.69555,112.98244,23.0,0.0,0.0,0.0
2026-03-13T12:00:01.250000+00:00,-6.634688,-5.1278768,-10.809799,120.95341,90.3553,23.0,0.0,0.0,0.0
2026-03-13T12:00:01.300000+00:00,-8.4210205,-5.967235,-14.9984255,122.37067,119.17993,10.0,0.0,0.0,0.0
2026-03-13T12:00:01.350000+00:00,-6.02937,-5.3105483,-11.433802,112.93422,96.73718,12.0,0.0,0.0,0.0
2026-03-13T12:00:01.400000+00:00,-5.0755258,-5.038619,-10.5475445,132.39363,109.24183,26.0,0.0,0.0,0.0
2026-03-13T12:00:01.450000+00:00,-5.9714966,-3.939106,-10.254242,130.67673,110.90519,10.0,0.0,0.0,0.0
2026-03-13T12:00:01.500000+00:00,-7.2627745,-5.713494,-13.209867,121.52758,109.3981,16.0,0.0,0.0,0.0
2026-03-13T12:00:01.550000+00:00,-6.401565,-5.068554,-11.3126545,122.47432,104.39771,19.0,0.0,0.0,0.0
2026-03-13T12:00:01.600000+00:00,-7.0859466,-5.7993293,-12.212085,100.78191,96.531494,8.0,0.0,0.0,0.0
2026-03-13T12:00:01.650000+00:00,-7.142352,-6.1333838,-11.90484,122.10168,107.25935,24.0,0.0,0.0,0.0
2026-03-13T12:00:01.700000+00:00,-4.6655097,-4.4273224,-8.537891,115.44713,99.2086,22.0,0.0,0.0,0.0
2026-03-13T12:00:01.750000+00:00,-7.410107,-5.594474,-11.898317,120.471245,88.36383,13.0,0.0,0.0,0.0
2026-03-13T12:00:01.800000+00:00,-5.721115,-4.8359475,-10.5025215,122.45968,120.47339,27.0,0.0,0.0,0.0
2026-03-13T12:00:01.850000+00:00,-4.8585773,-3.8056498,-8.852824,114.26967,107.74861,14.0,0.0,0.0,0.0
2026-03-13T12:00:01.900000+00:00,-6.651428,-4.8971157,-11.495551,103.47614,114.40846,23.0,0.0,0.0,0.0
2026-03-13T12:00:01.950000+00:00,-6.359953,-4.6785855,-10.644547,119.94299,98.030266,10.0,0.0,0.0,0.0
2026-03-13T12:00:02+00:00,-6.3258176,-4.4991574,-10.243026,111.06893,112.305016,23.0,0.0,0.0,0.0
2026-03-13T12:00:02.050000+00:00,-4.7434196,-5.150285,-10.325606,114.358444,113.039215,20.0,0.0,0.0,0.0
2026-03-13T12:00:02.100000+00:00,-7.6248894,-6.7669344,-12.64346,112.16392,112.82729,24.0,0.0,0.0,0.0
2026-03-13T12:00:02.150000+00:00,-4.8826632,-4.8925858,-10.293662,114.2674,103.372765,23.0,0.0,0.0,0.0
2026-03-13T12:00:02.200000+00:00,-4.0905275,-4.0693917,-7.982927,98.523834,96.285225,20.0,0.0,0.0,0.0
2026-03-13T12:00:02.250000+00:00,-7.44695,-6.2703547,-13.208981,126.73558,102.43613,10.0,0.0,0.0,0.0
2026-03-13T12:00:02.300000+00:00,-5.4594016,-4.13071,-8.874296,119.02677,90.28339,17.0,0.0,0.0,0.0
2026-03-13T12:00:02.350000+00:00,-5.0829973,-5.2070947,-10.189535,125.8912,93.287926,18.0,0.0,0.0,0.0
2026-03-13T12:00:02.400000+00:00,-5.4890385,-5.753871,-11.55248,132.83873,104.051636,26.0,0.0,0.0,0.0
2026-03-13T12:00:02.450000+00:00,-4.196409,-3.1014829,-6.780721,117.18075,97.55161,18.0,0.0,0.0,0.0
2026-03-13T12:00:02.500000+00:00,-5.102348,-3.9945488,-9.005409,102.58051,102.51332,26.0,0.0,0.0,0.0
2026-03-13T12:00:02.550000+00:00,-6.366845,-5.967445,-12.532103,109.84891,102.846,10.0,0.0,0.0,0.0
2026-03-13T12:00:02.600000+00:00,-5.4615793,-4.3567877,-10.235401,107.344765,115.084366,14.0,0.0,0.0,0.0
2026-03-13T12:00:02.650000+00:00,-4.129296,-4.3064075,-9.325956,112.985,111.28576,18.0,0.0,0.0,0.0
2026-03-13T12:00:02.700000+00:00,-6.17083,-5.325576,-10.701377,117.637184,103.23077,24.0,0.0,0.0,0.0
2026-03-13T12:00:02.750000+00:00,-4.748196,-4.0863686,-9.126076,100.9825,110.753395,13.0,0.0,0.0,0.0
2026-03-13T12:00:02.800000+00:00,-6.3842983,-3.7705667,-10.470608,119.73981,98.821724,16.0,0.0,0.0,0.0
2026-03-13T12:00:02.850000+00:00,-3.9828005,-4.453528,-9.1468115,104.917145,101.478615,11.0,0.0,0.0,0.0
2026-03-13T12:00:02.900000+00:00,-4.6307974,-2.9069886,-7.7556853,119.37892,108.96135,25.0,0.0,0.0,0.0
2026-03-13T12:00:02.950000+00:00,-7.4612412,-4.512504,-11.55865,116.12407,96.05003,27.0,0.0,0.0,0.0
2026-03-13T12:00:03+00:00,-5.5491786,-3.7397068,-9.975084,114.49095,101.82612,24.0,0.0,0.0,0.0
2026-03-13T12:00:03.050000+00:00,-6.214615,-5.438959,-11.1725445,116.41566,95.57493,9.0,0.0,0.0,0.0
2026-03-13T12:00:03.100000+00:00,-4.599745,-3.5393836,-10.104601,112.68178,104.204834,21.0,0.0,0.0,0.0
2026-03-13T12:00:03.150000+00:00,-7.0257177,-5.5515313,-12.466014,112.10023,113.2951,14.0,0.0,0.0,0.0
2026-03-13T12:00:03.200000+00:00,-6.258206,-5.242072,-11.367062,103.53795,98.98742,18.0,0.0,0.0,0.0
2026-03-13T12:00:03.250000+00:00,-5.5719643,-4.916824,-10.670334,116.762985,104.85528,20.0,0.0,0.0,0.0
