timestamp_utc,central_roll_deg,peripheral_roll_deg,knee_angle_deg,emg_quad_envelope,emg_ham_envelope,pair_dt_ms,left_knee_angle_deg,left_emg_quad_envelope,left_emg_ham_envelope
2026-01-20T12:00:00+00:00,-4.4360275,-2.9305985,-6.0809717,86.43079,87.520256,12.0,0.0,0.0,0.0
2026-01-20T12:00:00.050000+00:00,-1.512254,-0.67667055,-3.001284,78.32412,87.9225,26.0,0.0,0.0,0.0
2026-01-20T12:00:00.100000+00:00,-3.3373287,-2.1782143,-5.416574,88.27926,78.80677,8.0,0.0,0.0,0.0
2026-01-20T12:00:00.150000+00:00,-5.0283623,-4.5590587,-9.485777,87.11304,73.97356,16.0,0.0,0.0,0.0
2026-01-20T12:00:00.200000+00:00,-4.2405276,-3.713792,-8.508949,87.13252,72.76179,15.0,0.0,0.0,0.0
2026-01-20T12:00:00.250000+00:00,-2.30909,-2.4818914,-5.5973315,94.428856,76.9843,10.0,0.0,0.0,0.0
2026-01-20T12:00:00.300000+00:00,-4.2462463,-3.7887402,-7.4066186,78.996086,80.2547,14.0,0.0,0.0,0.0
2026-01-20T12:00:00.350000+00:00,-2.6121154,-2.2468066,-4.9324026,79.4408,67.837395,10.0,0.0,0.0,0.0
2026-01-20T12:00:00.400000+00:00,-5.67504,-4.63537,-11.196101,85.384186,76.73468,20.0,0.0,0.0,0.0
2026-01-20T12:00:00.450000+00:00,-1.9421679,-1.7740887,-3.0893767,95.365204,80.30955,13.0,0.0,0.0,0.0
2026-01-20T12:00:00.500000+00:00,-1.7705096,-1.9791317,-3.5455809,79.813034,87.46938,26.0,0.0,0.0,0.0
2026-01-20T12:00:00.550000+00:00,-5.8913136,-5.266639,-10.21212,96.46863,76.19062,20.0,0.0,0.0,0.0
2026-01-20T12:00:00.600000+00:00,-4.8718114,-4.5018177,-7.9079466,96.79772,76.0964,12.0,0.0,0.0,0.0
2026-01-20T12:00:00.650000+00:00,-4.035903,-4.31364,-8.522551,82.99528,75.67689,16.0,0.0,0.0,0.0
2026-01-20T12:00:00.700000+00:00,-4.641802,-4.097338,-8.050664,81.075035,86.048874,27.0,0.0,0.0,0.0
2026-01-20T12:00:00.750000+00:00,-3.0755947,-2.850692,-5.320027,85.35539,67.09774,13.0,0.0,0.0,0.0
2026-01-20T12:00:00.800000+00:00,-4.314548,-4.265518,-8.284017,73.7603,82.60233,20.0,0.0,0.0,0.0
2026-01-20T12:00:00.850000+00:00,-5.0231795,-3.5808332,-9.088725,98.30432,70.11459,11.0,0.0,0.0,0.0
2026-01-20T12:00:00.900000+00:00,-3.5538397,-2.6815052,-5.796652,87.533226,76.598015,10.0,0.0,0.0,0.0
2026-01-20T12:00:00.950000+00:00,-1.0683969,-2.1740582,-4.4982514,94.854614,84.753586,27.0,0.0,0.0,0.0
2026-01-20T12:00:01+00:00,-3.8389597,-3.7420115,-8.086476,81.09255,76.20494,18.0,0.0,0.0,0.0
2026-01-20T12:00:01.050000+00:00,-3.8111382,-2.4895291,-6.5893197,87.6796,78.247826,8.0,0.0,0.0,0.0
2026-01-20T12:00:01.100000+00:00,-5.2541666,-4.2748528,-10.088341,84.90779,72.56299,14.0,0.0,0.0,0.0
2026-01-20T12:00:01.150000+00:00,-3.6777003,-2.8166974,-5.1509767,99.01574,68.510216,14.0,0.0,0.0,0.0
2026-01-20T12:00:01.200000+00:00,-2.1218412,-0.68170124,-2.5236027,77.66805,87.16223,26.0,0.0,0.0,0.0
2026-01-20T12:00:01.250000+00:00,-2.7154143,-3.1052084,-5.927949,95.74812,76.87343,13.0,0.0,0.0,0.0
2026-01-20T12:00:01.300000+00:00,-3.5533156,-2.9728954,-7.2618084,86.499954,79.85401,18.0,0.0,0.0,0.0
2026-01-20T12:00:01.350000+00:00,-6.0163794,-4.8651686,-11.295005,85.86665,75.87999,27.0,0.0,0.0,0.0
2026-01-20T12:00:01.400000+00:00,-4.2741103,-4.385747,-7.7748885,72.33963,77.969986,17.0,0.0,0.0,0.0
2026-01-20T12:00:01.450000+00:00,-5.9992895,-5.7237644,-11.332641,84.97084,79.03642,19.0,0.0,0.0,0.0
2026-01-20T12:00:01.500000+00:00,-3.1586518,-1.8292627,-5.5329127,82.811455,81.22938,11.0,0.0,0.0,0.0
2026-01-20T12:00:01.550000+00:00,-1.4986078,-1.4369702,-3.4647806,90.678154,72.320656,26.0,0.0,0.0,0.0
2026-01-20T12:00:01.600000+00:00,-1.7922008,-1.9586829,-4.2598934,82.18675,75.425995,19.0,0.0,0.0,0.0
2026-01-20T12:00:01.650000+00:00,-4.0094876,-2.542232,-6.7780533,81.11817,80.55087,11.0,0.0,0.0,0.0
2026-01-20T12:00:01.700000+00:00,-2.9163942,-2.2461374,-6.1073213,93.32393,77.18389,14.0,0.0,0.0,0.0
2026-01-20T12:00:01.750000+00:00,-4.6671696,-3.966053,-8.509265,87.862305,79.04786,14.0,0.0,0.0,0.0
2026-01-20T12:00:01.800000+00:00,-3.7269175,-2.3611584,-6.6494694,82.542564,75.48401,15.0,0.0,0.0,0.0
2026-01-20T12:00:01.850000+00:00,-3.8540037,-2.834312,-6.6517663,87.64166,80.471695,25.0,0.0,0.0,0.0
