timestamp,device_timestamp_ms,knee_angle_deg,emg_quad_envelope,emg_ham_envelope,left_knee_angle_deg,left_emg_quad_envelope,left_emg_ham_envelope
2026-05-02 05:48:29.615046+00:00,0,-14.976369,69.89087,62.362137,-14.645238,195.6559,168.80228
2026-05-02 05:48:29.650046+00:00,35,-14.731684,66.13615,56.123753,-14.172073,192.84706,167.79144
2026-05-02 05:48:29.675046+00:00,60,-15.539174,56.42612,60.43082,-14.663565,194.29344,172.27379
2026-05-02 05:48:29.705046+00:00,90,-14.61121,70.978584,59.328667,-14.342598,197.3714,168.63338
2026-05-02 05:48:29.755046+00:00,140,-17.141357,62.104313,53.388443,-14.5325575,196.46658,170.03683
2026-05-02 05:48:29.777046+00:00,162,-14.4503145,66.02525,58.829247,-14.576916,200.26244,167.28685
2026-05-02 05:48:29.799046+00:00,184,-17.207893,65.18044,55.554424,-14.133883,201.70248,169.22523
2026-05-02 05:48:29.815046+00:00,200,-16.073648,66.66562,53.39304,-14.246298,199.42119,175.23866
2026-05-02 05:48:29.863046+00:00,248,-16.427992,71.9897,54.44655,-14.193903,198.0996,169.48349
2026-05-02 05:48:29.883046+00:00,268,-16.816614,66.849846,59.143925,-15.146031,195.35188,165.84087
2026-05-02 05:48:29.943046+00:00,328,-14.45344,61.571163,58.674423,-14.040633,198.61636,174.39297
2026-05-02 05:48:29.963046+00:00,348,-13.276088,66.06398,58.46336,-14.154392,201.37375,173.55272
2026-05-02 05:48:30.002046+00:00,387,-13.229194,65.63033,59.61293,-13.939518,198.92006,173.72487
2026-05-02 05:48:30.029046+00:00,414,-14.406438,66.003815,56.43119,-14.411727,198.39954,172.77486
2026-05-02 05:48:30.097046+00:00,482,-16.85195,65.91957,58.881805,-14.896257,197.15137,173.44633
2026-05-02 05:48:30.116046+00:00,501,-13.890191,62.978695,56.871098,-13.635946,191.7527,167.24078
2026-05-02 05:48:30.160046+00:00,545,-15.180348,63.00323,60.92429,-14.585919,201.41077,170.6549
2026-05-02 05:48:30.186046+00:00,571,-12.079535,65.577774,59.566753,-14.979203,196.69122,171.27858
2026-05-02 05:48:30.233046+00:00,618,-15.514322,72.067726,65.035225,-14.631089,199.28542,175.3404
2026-05-02 05:48:30.255046+00:00,640,-16.271215,59.917694,60.73491,-14.289862,191.86476,166.57451
2026-05-02 05:48:30.345046+00:00,730,-15.292873,67.26018,59.486725,-14.46322,198.19157,166.66875
2026-05-02 05:48:30.384046+00:00,769,-15.319928,52.371086,63.06135,-14.764149,197.7959,171.66722
2026-05-02 05:48:30.409046+00:00,794,-16.145544,60.95116,57.296196,-14.213972,197.93802,170.96901
2026-05-02 05:48:30.439046+00:00,824,-17.346928,61.238373,63.965244,-14.013735,201.20546,174.60522
