timestamp,device_timestamp_ms,knee_angle_deg,emg_quad_envelope,emg_ham_envelope,left_knee_angle_deg,left_emg_quad_envelope,left_emg_ham_envelope
2026-06-06 05:48:29.615046+00:00,0,-14.428835,198.91415,172.16312,-14.428835,196.87137,171.34125
2026-06-06 05:48:29.650046+00:00,35,-14.424675,194.88005,170.49922,-14.424675,196.47868,173.21051
2026-06-06 05:48:29.675046+00:00,60,-14.420876,200.25136,173.45033,-14.420876,196.76898,169.61234
2026-06-06 05:48:29.705046+00:00,90,-14.416971,200.8217,172.87526,-14.416971,197.23811,173.98967
2026-06-06 05:48:29.755046+00:00,140,-14.410782,192.1469,174.75517,-14.410782,196.86658,168.0189
2026-06-06 05:48:29.777046+00:00,162,-14.407733,194.09346,169.43604,-14.407733,200.74893,171.88377
2026-06-06 05:48:29.799046+00:00,184,-14.4060335,198.38351,169.69377,-14.4060335,192.80037,173.76791
2026-06-06 05:48:29.815046+00:00,200,-14.403743,197.05127,169.56268,-14.403743,200.586,172.98012
2026-06-06 05:48:29.863046+00:00,248,-14.3941765,197.9496,173.3724,-14.3941765,196.86095,176.74933
2026-06-06 05:48:29.883046+00:00,268,-14.400146,195.44087,175.49512,-14.400146,199.13084,168.70969
2026-06-06 05:48:29.943046+00:00,328,-14.400694,200.6382,169.62347,-14.400694,194.61903,166.86255
2026-06-06 05:48:29.963046+00:00,348,-14.400987,200.33337,169.72568,-14.400987,201.98589,168.017
2026-06-06 05:48:30.002046+00:00,387,-14.401467,198.19809,171.94223,-14.401467,201.73691,172.98132
2026-06-06 05:48:30.029046+00:00,414,-14.400313,201.38173,170.26271,-14.400313,200.87877,172.49377
2026-06-06 05:48:30.097046+00:00,482,-14.39591,199.40253,173.85616,-14.39591,193.45573,171.30676
2026-06-06 05:48:30.116046+00:00,501,-14.394288,195.42212,164.24467,-14.394288,200.48737,167.63113
2026-06-06 05:48:30.160046+00:00,545,-14.393631,199.10625,168.51988,-14.393631,199.21457,173.3006
2026-06-06 05:48:30.186046+00:00,571,-14.392514,195.12335,168.65276,-14.392514,193.18419,167.32588
2026-06-06 05:48:30.233046+00:00,618,-14.392626,200.63535,164.03893,-14.392626,197.92711,174.47685
2026-06-06 05:48:30.255046+00:00,640,-14.392616,197.85022,168.10909,-14.392616,199.0936,179.57231
2026-06-06 05:48:30.345046+00:00,730,-14.3917465,197.44542,168.25453,-14.3917465,199.66823,172.09935
2026-06-06 05:48:30.384046+00:00,769,-14.391284,195.95721,170.39668,-14.391284,198.53178,172.74933
2026-06-06 05:48:30.409046+00:00,794,-14.390895,201.66762,174.3389,-14.390895,198.87369,169.52142
2026-06-06 05:48:30.439046+00:00,824,-14.390833,197.5364,170.26482,-14.390833,202.42084,165.56937
2026-06-06 05:48:30.558046+00:00,943,-14.383032,196.71501,167.90756,-14.383032,201.6781,169.19185
2026-06-06 05:48:30.600046+00:00,985,-14.376018,196.9436,170.82913,-14.376018,189.39883,167.72131
2026-06-06 05:48:30.626046+00:00,1011,-14.368982,199.59692,174.14752,-14.368982,197.04768,166.65898
2026-06-06 05:48:30.643046+00:00,1028,-14.363283,199.09633,168.07213,-14.363283,197.50604,176.16708
2026-06-06 05:48:30.688046+00:00,1073,-14.35785,199.2382,168.26828,-14.35785,192.7437,171.81859
2026-06-06 05:48:30.714046+00:00,1099,-14.35501,199.29247,172.67564,-14.35501,198.28255,172.13907
2026-06-06 05:48:30.736046+00:00,1121,-14.351432,204.42494,170.33539,-14.351432,201.74628,170.07294
2026-06-06 05:48:30.761046+00:00,1146,-14.347372,196.78076,172.94246,-14.347372,194.7403,170.48138
2026-06-06 05:48:30.780046+00:00,1165,-14.344666,196.46327,170.95906,-14.344666,199.0092,173.89365
2026-06-06 05:48:30.827046+00:00,1212,-14.342142,195.55869,173.105,-14.342142,195.25253,170.90298
2026-06-06 05:48:30.847046+00:00,1232,-14.340164,199.84793,167.89476,-14.340164,195.98427,172.59209
2026-06-06 05:48:30.899046+00:00,1284,-14.336339,201.38692,170.96375,-14.336339,202.43217,170.41199
2026-06-06 05:48:30.918046+00:00,1303,-14.335266,197.65816,170.36794,-14.335266,196.37233,169.97354
2026-06-06 05:48:30.938046+00:00,1323,-14.336299,195.47954,167.35233,-14.336299,199.38664,166.77925
2026-06-06 05:48:30.964046+00:00,1349,-14.336777,195.52655,166.30957,-14.336777,192.38635,165.06676
2026-06-06 05:48:31.076046+00:00,1461,-14.334574,199.95178,173.05725,-14.334574,203.58696,170.21532
2026-06-06 05:48:31.103046+00:00,1488,-14.33232,200.22977,169.94714,-14.33232,199.80795,171.1695
2026-06-06 05:48:31.136046+00:00,1521,-14.33031,199.62946,167.93317,-14.33031,197.4525,167.14162
2026-06-06 05:48:31.163046+00:00,1548,-14.327457,196.00346,170.71146,-14.327457,199.72664,170.89658
2026-06-06 05:48:31.240046+00:00,1625,-14.316838,198.69649,174.38406,-14.316838,193.77054,171.16125
2026-06-06 05:48:31.265046+00:00,1650,-14.314192,198.35005,164.15779,-14.314192,201.54759,164.53198
