timestamp,device_timestamp_ms,knee_angle_deg,emg_quad_envelope,emg_ham_envelope,left_knee_angle_deg,left_emg_quad_envelope,left_emg_ham_envelope
2026-03-21 05:48:29.615046+00:00,0,-10.070707,42.006683,37.90052,-14.564971,191.1082,174.5496
2026-03-21 05:48:29.650046+00:00,35,-15.572003,40.972916,34.79019,-14.469501,197.93979,168.13937
2026-03-21 05:48:29.675046+00:00,60,-13.396442,39.03961,44.89563,-14.562538,199.29192,174.74887
2026-03-21 05:48:29.705046+00:00,90,-14.851451,36.858,47.49433,-14.383038,195.04321,172.69325
2026-03-21 05:48:29.755046+00:00,140,-12.672721,54.698124,40.47931,-14.472864,194.69841,174.49586
2026-03-21 05:48:29.777046+00:00,162,-12.102424,41.643085,44.908627,-14.800621,201.44962,166.58368
2026-03-21 05:48:29.799046+00:00,184,-11.480374,43.993706,50.650467,-14.319238,193.25836,175.50536
2026-03-21 05:48:29.815046+00:00,200,-9.433334,48.079872,50.153473,-14.543216,199.23468,165.55165
2026-03-21 05:48:29.863046+00:00,248,-11.312816,43.50506,42.979084,-14.575987,196.54707,169.77147
2026-03-21 05:48:29.883046+00:00,268,-12.728314,47.05079,43.10439,-14.158242,195.84503,171.50941
2026-03-21 05:48:29.943046+00:00,328,-13.119605,50.629604,52.905956,-14.446328,192.82045,171.31015
2026-03-21 05:48:29.963046+00:00,348,-14.107899,37.327084,44.906986,-14.370501,197.05684,169.36874
2026-03-21 05:48:30.002046+00:00,387,-12.332981,37.229527,44.62126,-14.110519,195.55658,174.06143
2026-03-21 05:48:30.029046+00:00,414,-13.478983,46.401237,52.689587,-14.1655655,195.31349,175.84196
2026-03-21 05:48:30.097046+00:00,482,-9.567763,37.54248,43.979115,-14.717491,197.01318,173.0665
2026-03-21 05:48:30.116046+00:00,501,-12.17143,42.314053,42.799698,-14.238534,199.58913,168.05518
2026-03-21 05:48:30.160046+00:00,545,-13.93907,40.13723,37.234535,-14.346831,198.63486,171.62436
2026-03-21 05:48:30.186046+00:00,571,-12.7555895,44.05397,44.78116,-14.826861,199.97066,172.9723
2026-03-21 05:48:30.233046+00:00,618,-10.862481,41.180595,43.268803,-14.535622,198.5758,171.73187
2026-03-21 05:48:30.255046+00:00,640,-12.1285715,45.35709,44.67911,-14.493775,202.1752,165.91106
2026-03-21 05:48:30.345046+00:00,730,-12.90634,32.510475,37.624256,-14.689063,193.39905,168.6349
2026-03-21 05:48:30.384046+00:00,769,-13.032712,42.99478,45.30107,-14.493949,204.13774,172.97972
2026-03-21 05:48:30.409046+00:00,794,-11.654686,42.286793,47.567665,-14.753864,198.89069,171.54414
