timestamp,device_timestamp_ms,knee_angle_deg,emg_quad_envelope,emg_ham_envelope,left_knee_angle_deg,left_emg_quad_envelope,left_emg_ham_envelope
2026-03-21 05:48:29.615046+00:00,0,-19.349525,37.753044,44.22757,-14.739678,198.51405,170.70927
2026-03-21 05:48:29.650046+00:00,35,-16.487902,48.38711,45.236183,-14.514837,201.25943,167.42262
2026-03-21 05:48:29.675046+00:00,60,-18.563957,33.629993,38.11181,-14.839302,199.50322,168.78398
2026-03-21 05:48:29.705046+00:00,90,-15.668833,44.11665,34.01436,-14.702438,196.80782,169.5806
2026-03-21 05:48:29.755046+00:00,140,-17.287132,44.574257,39.5272,-14.347742,197.8596,170.02539
2026-03-21 05:48:29.777046+00:00,162,-19.730917,40.3369,41.989418,-14.175391,196.32704,166.03406
2026-03-21 05:48:29.799046+00:00,184,-17.484823,52.032295,37.884228,-13.858447,195.07545,167.46007
2026-03-21 05:48:29.815046+00:00,200,-16.973213,44.458496,40.749367,-14.43743,200.13805,171.75851
2026-03-21 05:48:29.863046+00:00,248,-17.26557,38.71338,40.337955,-14.5152025,197.27068,174.78664
2026-03-21 05:48:29.883046+00:00,268,-17.09318,45.37477,34.3074,-14.422256,200.1088,169.39319
2026-03-21 05:48:29.943046+00:00,328,-18.04298,39.942745,43.49551,-14.328096,203.6281,171.22137
2026-03-21 05:48:29.963046+00:00,348,-18.616213,40.2754,44.44376,-13.860286,201.16765,177.94318
2026-03-21 05:48:30.002046+00:00,387,-20.476265,47.934982,41.637947,-14.398935,195.14447,171.6646
2026-03-21 05:48:30.029046+00:00,414,-16.657673,45.012825,42.402744,-14.728574,196.33952,165.09457
2026-03-21 05:48:30.097046+00:00,482,-16.783121,47.672665,38.237633,-14.280035,199.74652,172.62685
2026-03-21 05:48:30.116046+00:00,501,-14.377643,29.88363,40.372757,-14.368884,199.28757,171.5869
2026-03-21 05:48:30.160046+00:00,545,-17.722637,44.095802,43.541885,-14.404929,202.00902,169.63455
2026-03-21 05:48:30.186046+00:00,571,-17.174902,49.921604,35.38353,-14.472733,196.93512,167.53885
2026-03-21 05:48:30.233046+00:00,618,-17.391922,36.728386,36.762646,-13.771353,194.24184,173.40097
2026-03-21 05:48:30.255046+00:00,640,-16.165459,43.198986,35.147366,-14.544002,195.2474,162.79008
2026-03-21 05:48:30.345046+00:00,730,-18.531847,41.22656,47.58723,-14.852282,201.59866,169.65685
2026-03-21 05:48:30.384046+00:00,769,-17.391436,45.95083,39.742065,-14.571192,198.51273,169.86797
2026-03-21 05:48:30.409046+00:00,794,-17.602648,39.63249,46.598076,-14.5379305,200.53378,168.81923
2026-03-21 05:48:30.439046+00:00,824,-16.374552,46.336597,40.554295,-14.770594,197.02153,170.61742
2026-03-21 05:48:30.558046+00:00,943,-13.833958,40.924255,48.025917,-14.439679,195.84058,167.2013
2026-03-21 05:48:30.600046+00:00,985,-17.06962,55.961487,45.780174,-13.892041,200.00737,172.60587
2026-03-21 05:48:30.626046+00:00,1011,-20.107971,44.19601,38.11261,-14.750177,194.05066,179.70653
2026-03-21 05:48:30.643046+00:00,1028,-19.635923,53.828625,41.30443,-14.7789755,199.50195,168.23529
